九洲饭店,#genre#
凤凰中文,http://e1.woc.iiiya.cn:18888/rtp/239.61.2.184:9092$福建电信
凤凰中文,http://remote.jackye.site:8000/rtp/239.61.2.184:9092$福建电信
凤凰中文,http://yyangnet99.host:65000/udp/239.76.253.134:9000$湖南电信
凤凰中文,http://sanrenxing.ddns.net:7878/udp/239.76.253.134:9000$湖南电信
凤凰中文,http://jyb7928.host:8066/udp/239.1.1.126:8126$山西电信
凤凰中文,http://dyn.nowddns.com:7233/udp/239.94.2.51:5140$四川电信
凤凰中文,http://dyn.nowddns.com:7233/udp/239.94.2.52:5140$四川电信
凤凰中文,http://xmzj.f3322.net:8188/udp/239.94.2.52:5140$四川电信
凤凰中文,http://yaofuming.top:8188/rtp/239.94.2.52:5140$四川电信
凤凰中文,http://gq.scvip.net.cn:8100/rtp/239.93.5.31:8012$四川电信
凤凰中文,http://dyn.nowddns.com:7233/udp/239.94.2.52:5140$四川电信
凤凰中文,http://ak.ws.sc.cn:8100/rtp/239.93.5.31:8012$四川电信
凤凰中文,http://nas.minmiu.cn:18888/rtp/239.94.2.52:5140$四川电信
凤凰中文,http://120.238.84.45:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$广东移动酒店
凤凰中文,http://120.198.86.186:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0$广东移动酒店
凤凰中文,http://120.198.84.146:9901/tsfile/live/1053_1.m3u8$广东移动酒店
凤凰中文,http://120.237.39.10:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&down=1$广东移动酒店
凤凰中文,http://219.145.93.74:10000/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$陕西电信酒店
凤凰中文,http://m.061899.xyz/mg/fhzw

凤凰资讯,http://yulang132.cn:4022/rtp/239.94.2.49:5140
凤凰资讯,http://yulang132.cn:4022/rtp/239.94.2.50:5140
凤凰资讯,http://xiangz.qzz.io:8031/php/fhx.php?id=fhzx
凤凰资讯,http://3niao.lielangys.top/play/1685677773164578006.m3u8
凤凰资讯,http://iptv.cqshushu.com/gddf.php?id=fhzx&token=c52da4594060ea86da27a4725d8cc38f
凤凰资讯,http://43.152.224.209/qctv.fengshows.cn/live/0701pin72.flv
凤凰资讯,http://j.s.bkpcp.top/js/fhzx
凤凰资讯,http://221.7.175.154:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$广西
凤凰资讯,http://120.238.85.131:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&down=1
凤凰资讯,http://wddpmpc.sosos.run:4022/rtp/239.111.205.82:5140$陕西电信
凤凰资讯,http://tiger81.i234.me:8888/rtp/239.111.205.82:5140$陕西电信
凤凰资讯,http://www.chunktv.top:10000/rtp/239.111.205.82:5140$陕西电信
凤凰资讯,http://guany.myds.me:25852/rtp/233.50.202.36:5140$浙江电信
凤凰资讯,http://218.206.193.218:8888/hls/66/index.m3u8
凤凰资讯,http://183.236.161.115:8960/live1171.m3u8
凤凰资讯,http://106.112.254.38:8989/rtp/239.254.201.3:5227$河北电信
凤凰资讯,http://960207.xyz:8188/rtp/239.254.201.3:5227$河北电信
凤凰资讯,http://www.893224162.xyz:8188/rtp/239.94.2.49:5140
凤凰资讯,http://hzzzz530.com:4022/rtp/239.69.2.19:11268$湖北电信
凤凰资讯,http://xk8.top:8001/rtp/239.69.2.19:11268$湖北电信
凤凰资讯,http://www.3872327.top:1225/rtp/239.69.2.19:11268$湖北电信
凤凰资讯,http://www.ct123.online:8188/rtp/239.69.2.19:11268$湖北电信
凤凰资讯,http://kexu.mycloudnas.com:8001/rtp/239.69.2.19:11268$湖北电信
凤凰资讯,http://zjhuct.icu:8889/udp/233.50.200.192:5140$浙江电信
凤凰资讯,http://z2m.eversouthhangzhou.com.cn:8188/rtp/233.50.202.36:5140$浙江联通
凤凰资讯,http://woc.iiiya.cn:18888/rtp/239.61.2.183:9086$福建电信
凤凰资讯,http://remote.jackye.site:8000/rtp/239.61.2.183:9086$福建电信
凤凰资讯,http://sanrenxing.ddns.net:7878/udp/239.76.253.135:9000$湖南电信
凤凰资讯,http://jyb7928.host:8066/udp/239.1.1.127:8127$山西电信
凤凰资讯,http://xmzj.f3322.net:8188/rtp/239.94.2.49:5140$四川电信
凤凰资讯,http://gq.scvip.net.cn:8100/rtp/239.93.5.118:8708$四川电信
凤凰资讯,http://ak.ws.sc.cn:8100/rtp/239.93.5.118:8708$四川电信
凤凰资讯,http://120.237.39.10:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&down=1$广东移动酒店
凤凰资讯,http://m.061899.xyz/mg/fhzx

凤凰香港,http://xiangz.qzz.io:8031/php/fhx.php?id=fhhk
凤凰香港,http://iptv.cqshushu.com/gddf.php?id=fhhk&token=c52da4594060ea86da27a4725d8cc38f
凤凰香港,http://43.152.224.209/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://j.s.bkpcp.top/js/fhxg

凤凰电影,http://120.48.231.201:58823/hls/50/index.m3u8
凤凰电影,http://106.8.17.2:14258/rtp/239.254.201.1:5214$河北电信
凤凰电影,http://221.7.175.154:8445/tsfile/live/1022_1.m3u8?key=txiptv$广西
凤凰电影,http://221.7.175.154:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$广西
凤凰电影,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0%24%E6%B5%99%E6%B1%9F/%E7%BB%8D%E5%85%B4/%E7%94%B5%E4%BF%A1

翡翠台,http://120.198.103.68:9901/tsfile/live/1007_1.m3u8
翡翠台,http://120.198.84.146:9901/tsfile/live/1020_1.m3u8
翡翠台,http://120.238.94.82:9901/tsfile/live/1007_1.m3u8

重庆频道,#genre#

重庆卫视,http://home.szjim.top:4000/rtp/239.77.1.162:5146
重庆卫视,http://yanshifen.top:8889/rtp/239.77.1.162:5146
重庆卫视,http://183.66.15.138:4070/udp/235.254.197.103:7980
重庆卫视,http://183.66.15.138:4070/udp/235.254.197.237:7980
重庆卫视,http://183.66.15.138:4070/udp/235.254.198.34:1412
重庆卫视,http://107.150.60.122/live/cqwshd.m3u8
重庆卫视,http://192.151.150.154/live/cqwshd.m3u8
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
重庆卫视,http://122.224.58.42:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://110.40.170.5:8890/diai/live_iptv.php?id=36&token=fsfcd32fdtfk
重庆卫视,http://smzb.bypbwxx.top/lvdou/zhibojm-weishi-ws.php?token=03b607528f65a8026d06544dacd973
重庆卫视,http://207.56.13.146:81/cdnlive/cqws.m3u8
重庆卫视,http://tv.zhangzp.top:4022/udp/239.125.2.102:4130 
重庆卫视,http://111.8.242.142:9999/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.8.242.127:9999/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://27.15.5.161:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://120.48.231.201:58823/hls/31/index.m3u8
重庆卫视,http://cx.li13313000882.cn:24280/hls/35/index.m3u8
重庆卫视,http://dyn.nowddns.com:7233/udp/239.94.0.82:5140
重庆卫视,http://bztv.tvbus.cc:8081/cdnlive/cqws.m3u8
重庆卫视,http://guany.myds.me:25852/rtp/233.50.201.143:5140$浙江电信
重庆卫视,http://guany.myds.me:25852/rtp/233.50.200.114:5140$浙江电信
重庆卫视,http://101.26.42.33:24280/hls/35/index.m3u8
重庆卫视,http://115.171.216.32:4000/udp/225.1.8.172:8162
重庆卫视,http://115.171.216.40:4000/udp/225.1.8.172:8162
重庆卫视,http://183.236.43.98:4013/udp/239.77.1.162:5146
重庆卫视,http://219.145.93.74:10000/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://2280.eu.org:1234/738910914
重庆卫视,http://106.52.119.159:1234/738910914
重庆卫视,http://101.91.126.133:1234/738910914
重庆卫视,http://47.243.12.199:8880/738910914
重庆卫视,http://47.119.24.76:59093/738910914
重庆卫视,http://222.134.19.49:8090/738910914
重庆卫视,http://mg.cttv.vip/738910914
重庆卫视,http://nas.51pan.cn:8089/738910914
重庆卫视,http://w.yyjn.top:3000/738910914
重庆卫视,http://smartzhu.cn:1234/738910914
重庆卫视,http://www.ikerobot.com:1234/738910914
重庆卫视,http://fn.gcl.de5.net:5908/gsh950428/738910914
重庆卫视,http://go.bkpcp.top/mg/cqws
重庆卫视,http://ruiheng.hongruida.work:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
重庆卫视,http://m.061899.xyz/mg/cqws
重庆卫视,http://k.061899.xyz/k.php?id=cqws
重庆卫视,http://hzzzz530.com:4022/rtp/239.69.1.149:10530
重庆卫视,http://xurishangcheng.top:10888/udp/239.49.8.149:6000
重庆卫视,http://home.amucn.net:8800/rtp/239.49.1.42:6000
重庆卫视,http://j.s.bkpcp.top/jj/cqws
重庆卫视,http://198.204.228.26/live/cqwshd.m3u8?ysp
重庆卫视,http://111.8.242.104:8088/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://218.13.138.139:59901/tsfile/live/0142_1.m3u8
重庆卫视,http://221.7.175.154:8445/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$广西联通
重庆卫视,http://111.8.242.142:9999/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0$湖南移动
重庆卫视,http://111.8.242.104:8088/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0$湖南移动
重庆卫视,http://111.8.224.6:9999/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0$湖南移动
重庆卫视,http://111.8.242.127:9999/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0$湖南移动
重庆卫视,http://120.238.84.45:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0$广东移动
重庆卫视,http://120.237.39.10:9901/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&down=1$广东移动
重庆卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cqwshd
重庆卫视,http://112.123.243.37:50085/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0142_2.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://112.99.195.122:65000/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://120.40.39.246:352/newlive/live/hls/36/live.m3u8
重庆卫视,http://hxwangcong.x3322.net:26000/rtp/239.109.205.30:8168
重庆卫视,http://game.x3322.net:8899/rtp/225.0.4.187:7980
重庆卫视,http://nas.iszbd.com:4022/rtp/225.0.4.187:7980
重庆卫视,http://wangfei.uno:9999/rtp/225.1.2.75:11590
重庆卫视,http://nas.lyfkai.cn:19999/rtp/239.254.96.25:8124
重庆卫视,http://www.gaolao.top:8008/rtp/239.109.205.30:8168
重庆卫视,http://www.gaolao.top:8008/rtp/239.112.205.40:5140
重庆卫视,http://nas.linktou.top:6001/rtp/226.0.2.50:8312
重庆卫视,http://home.pinkfloyd.cn:5000/rtp/238.1.78.31:6176
重庆卫视,http://guoxue7.3322.org:57022/rtp/239.3.1.122:8160
重庆卫视,http://www.wpfhome.cn:5555/rtp/235.254.196.249:1268
重庆卫视,http://nas.hexuntong.net:8188/rtp/239.3.1.122:8160
重庆卫视,http://36.35.109.8:8000/hls/32/index.m3u8
重庆卫视,http://old.20190319.xyz:18888/rtp/238.125.1.14:5140
重庆卫视,http://home.scanflove.com:7788/rtp/235.254.197.103:7980
重庆卫视,http://home.scanflove.com:7788/rtp/235.254.197.237:7980
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8
重庆卫视,http://A/ku9/js/webview.js?id=https://yangshipin.cn/tv/home?pid=600002531
重庆卫视,http://A/ku9/js/web.js?id=https://yangshipin.cn/tv/home?pid=600002531
重庆卫视,webview://https://m.miguvideo.com/mgs/msite/prd/liveDetail.html?channelid=201600010010024&contId=738910914
重庆卫视,webview://https://www.yangshipin.cn/tv/home?pid=600002531  

重庆影视,http://58.17.134.3:8001/udp/225.0.4.62:7980
重庆影视,http://58.17.134.3:8002/rtp/225.0.4.62:7980
重庆影视,http://183.66.15.138:4070/udp/235.254.197.105:7980
重庆影视,http://ii0.qzz.io:4070/rtp/235.254.196.209:1108
重庆影视,http://iop.zfur.me:4070/rtp/235.254.196.209:1108
重庆影视,http://qzz7.qzz.io:4070/rtp/235.254.196.209:1108
重庆影视,http://www.8io.qzz.io:4070/rtp/235.254.196.209:1108
重庆影视,http://183.66.15.138:4070/rtp/235.254.196.209:1108
重庆影视,http://cloud-hui.synology.me:4000/rtp/225.0.4.192:7980
重庆影视,http://home.660888.xyz:4000/rtp/225.0.4.62:7980
重庆影视,http://17782331118.top:8188/rtp/235.254.196.209:1108
重庆影视,http://www.msen.site:8000/rtp/235.254.196.209:1108
重庆影视,http://www.smilehome.top:4022/rtp/225.0.4.62:7980
重庆影视,http://hook.msen.site:8000/rtp/235.254.196.209:1108
重庆影视,http://game.x3322.net:8899/udp/225.0.4.62:7980
重庆影视,http://home.scanflove.com:7788/rtp/235.254.197.105:7980
重庆影视,http://pve.iszbd.com:4022/rtp/225.0.4.62:7980
重庆影视,http://nas.iszbd.com:4022/rtp/225.0.4.62:7980

重庆新闻,http://home.scanflove.com:7788/rtp/235.254.197.104:7980

重庆文体娱乐,http://183.66.15.138:4070/udp/235.254.199.187:7980
重庆文体娱乐,http://183.66.15.138:4070/udp/235.254.198.187:7980
重庆文体娱乐,http://58.17.134.3:8002/udp/225.0.4.65:7980
重庆文体娱乐,http://183.66.15.138:4070/udp/235.254.196.212:1120
重庆文体娱乐,http://183.66.15.138:4070/udp/235.254.197.108:7980
重庆文体娱乐,http://17782331118.top:8188/rtp/235.254.197.108:7980
重庆文体娱乐,http://pve.iszbd.com:4022/udp/225.0.4.65:7980
重庆文体娱乐,http://home.scanflove.com:7788/rtp/235.254.197.108:7980

重庆红岩文化,http://183.66.15.138:4070/udp/235.254.198.182:7980
重庆红岩文化,http://183.66.15.138:4070/udp/235.254.199.182:7980
重庆红岩文化,http://58.17.134.3:8002/udp/225.0.4.69:7980
重庆红岩文化,http://183.66.15.138:4070/udp/235.254.197.107:7980

重庆红叶,http://58.17.134.3:8002/udp/225.0.4.63:7980
重庆红叶,http://183.66.15.138:4070/udp/235.254.197.111:7980
重庆红叶,http://183.66.15.138:4070/udp/235.254.199.188:7980
重庆红叶,http://home.scanflove.com:7788/rtp/235.254.197.111:7980

重庆社会与法,http://58.17.134.3:8002/udp/225.0.4.64:7980
重庆社会与法,http://183.66.15.138:4070/udp/235.254.196.210:1112
重庆社会与法,http://183.66.15.138:4070/udp/235.254.199.181:7980
重庆社会与法,http://183.66.15.138:4070/udp/235.254.197.106:7980
重庆社会与法,http://home.scanflove.com:7788/rtp/235.254.197.106:7980

重庆新农村,http://58.17.134.3:8002/udp/225.0.4.70:7980
重庆新农村,http://183.66.15.138:4070/udp/235.254.197.109:7980
重庆新农村,http://183.66.15.138:4070/udp/235.254.199.186:7980
重庆新农村,http://home.scanflove.com:7788/rtp/235.254.197.109:7980

重庆少儿,http://58.17.134.3:8002/udp/225.0.4.71:7980
重庆少儿,http://home.scanflove.com:7788/rtp/235.254.197.110:7980

重庆汽摩,http://183.66.15.138:4070/udp/235.254.197.117:7980
重庆汽摩,http://183.66.15.138:4070/udp/235.254.196.221:1156
重庆汽摩,http://183.66.15.138:4070/udp/235.254.199.169:7980
重庆汽摩,http://pve.iszbd.com:4022/udp/225.0.4.61:7980

央视综合,#genre#
CCTV1,http://bztv.tvbus.cc:8081/cdnlive/cctv1.m3u8
CCTV1,http://204.12.221.218:8181/3m1080p/cctv1.m3u8
CCTV1,http://hczn.x3322.net:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://222.85.198.92:8000/hls/1/index.m3u8
CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV1,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0001_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV2,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://bztv.tvbus.cc:8081/cdnlive/cctv2.m3u8
CCTV2,http://38.75.136.137:98/gslb/dsdqbv/cctv2hd.m3u8?auth=test20251009
CCTV2,http://222.85.198.92:8000/hls/2/index.m3u8
CCTV2,http://hczn.x3322.net:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://204.12.221.218:8181/3m1080p/cctv2.m3u8
CCTV2,http://dx.joygala.cn:8118/rtp/239.49.8.50:9802$RTP2

CCTV3,http://bztv.tvbus.cc:8081/cdnlive/cctv3.m3u8
CCTV3,http://dx.joygala.cn:8118/rtp/239.49.8.74:8000$RTP2
CCTV3,http://222.85.198.92:8000/hls/3/index.m3u8
CCTV3,http://hczn.x3322.net:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8
CCTV3,http://38.75.136.137:98/gslb/dsdqbv/cctv3hd.m3u8?auth=test20251009
CCTV3,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0003_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV4,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV4,http://38.75.136.137:98/gslb/dsdqbv/cctv4hd.m3u8?auth=test20251009
CCTV4,http://w.yyjn.top:3000/608807419
CCTV4,http://hczn.x3322.net:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://222.85.198.92:8000/hls/4/index.m3u8
CCTV4,http://204.12.221.218:8181/3m1080p/cctv4.m3u8
CCTV4,http://bztv.tvbus.cc:8081/cdnlive/cctv4.m3u8
CCTV4,http://dx.joygala.cn:8118/rtp/239.49.8.51:9806$RTP2
CCTV4,http://foreveryyl.top:8001/rtp/239.49.8.51:9806$RTP3

CCTV5,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://bztv.tvbus.cc:8081/cdnlive/cctv5.m3u8
CCTV5,http://dx.joygala.cn:8118/rtp/239.49.8.75:8000$RTP2
CCTV5,http://222.85.198.92:8000/hls/5/index.m3u8
CCTV5,http://hczn.x3322.net:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://w.yyjn.top:3000/641886683
CCTV5,http://38.75.136.137:98/gslb/dsdqbv/cctv5hd.m3u8?auth=test20251009
CCTV5,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV5,http://204.12.221.218:8181/3m1080p/cctv5.m3u8

CCTV5+,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0016_1.m3u8?key=txiptv&playlive=1&authid=0  
CCTV5+,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV5+,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009
CCTV5+,http://w.yyjn.top:3000/641886773
CCTV5+,http://bztv.tvbus.cc:8081/cdnlive/cctv5p.m3u8
CCTV5+,http://dx.joygala.cn:8118/rtp/239.49.8.18:9610$RTP2
CCTV5+,http://foreveryyl.top:8001/rtp/239.49.8.18:9610$RTP3


CCTV6,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://204.12.221.218:8181/3m1080p/cctv6.m3u8
CCTV6,http://bztv.tvbus.cc:8081/cdnlive/cctv6.m3u8
CCTV6,http://yftv-wshls.yzbtv.cn/live/11ee8.flv
CCTV6,http://foreveryyl.top:8001/rtp/239.49.8.76:8000$RTP3
CCTV6,http://dx.joygala.cn:8118/rtp/239.49.8.76:8000$RTP2
CCTV6,http://222.85.198.92:8000/hls/6/index.m3u8
CCTV6,http://hczn.x3322.net:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://w.yyjn.top:3000/624878396
CCTV6,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV6,http://120.76.248.139/live/bfgd/4200000065.m3u8

CCTV7,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV7,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009
CCTV7,http://w.yyjn.top:3000/673168121
CCTV7,http://222.85.198.92:8000/hls/7/index.m3u8
CCTV7,http://bztv.tvbus.cc:8081/cdnlive/cctv7.m3u8
CCTV7,http://dx.joygala.cn:8118/rtp/239.49.8.126:8000$RTP2
CCTV7,http://foreveryyl.top:8001/rtp/239.49.8.126:8000$RTP3
CCTV7,http://204.12.221.218:8181/3m1080p/cctv7.m3u8

CCTV8,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://204.12.221.218:8181/3m1080p/cctv8.m3u8
CCTV8,http://bztv.tvbus.cc:8081/cdnlive/cctv8.m3u8
CCTV8,http://yftv-wshls.yzbtv.cn/live/11ee0.flv
CCTV8,http://foreveryyl.top:8001/rtp/239.49.8.77:8000$RTP3
CCTV8,http://dx.joygala.cn:8118/rtp/239.49.8.77:8000$RTP2
CCTV8,http://222.85.198.92:8000/hls/8/index.m3u8
CCTV8,http://hczn.x3322.net:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://w.yyjn.top:3000/624878356
CCTV8,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
CCTV8,http://shuangyashan.coccc.online:65000/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://home.scanflove.com:7788/rtp/235.254.198.57:1504
CCTV8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV8,http://120.76.248.139/live/bfgd/4200000066.m3u8

CCTV9,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV9,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
CCTV9,http://w.yyjn.top:3000/673168140
CCTV9,http://222.89.29.232:808/hls/9/index.m3u8
CCTV9,http://bztv.tvbus.cc:8081/cdnlive/cctv9.m3u8
CCTV9,http://dx.joygala.cn:8118/rtp/239.49.8.53:9814$RTP2
CCTV9,http://foreveryyl.top:8001/rtp/239.49.8.53:9814$RTP3
CCTV9,http://204.12.221.218:8181/3m1080p/cctv9.m3u8

CCTV10,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://204.12.221.218:8181/3m1080p/cctv10.m3u8
CCTV10,http://bztv.tvbus.cc:8081/cdnlive/cctv10.m3u8
CCTV10,http://yftv-wshls.yzbtv.cn/live/11ee0.flv
CCTV10,http://go.bkpcp.top/mg/cctv10 
CCTV10,http://foreveryyl.top:8001/rtp/239.49.8.54:9818$RTP3
CCTV10,http://dx.joygala.cn:8118/rtp/239.49.8.54:9818$RTP2
CCTV10,http://222.85.198.92:8000/hls/9/index.m3u8
CCTV10,http://w.yyjn.top:3000/624878405
CCTV10,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV10,http://120.76.248.139/live/bfgd/4200000129.m3u8

CCTV11,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://120.76.248.139/live/bfgd/4200000130.m3u8
