
央卫高码,#genre#
咪咕直播38「移动」,http://gslbserv.itv.cmvideo.cn:80/3000000020000011522/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011522&livemode=1&stbId=YanG-1989
赛事咪视界4k,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000005180&/PLTV/&$32M UHD
赛事至臻视界,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015686&/PLTV/&$32M UHD

欣赏频道,#genre#

广东珠江频道,https://jackcdn2.946985.qzz.io/live/gdzj/stream.m3u8
广东珠江频道,http://bxtv.3a.ink/api.php?id=gdzj
广东体育频道,http://bxtv.3a.ink/api.php?id=gdty
广东体育频道,https://jackcdn2.946985.qzz.io/live/gdty/stream.m3u8
Now英超1_粤,http://iptv.4666888.xyz/iptv.php?id=20092
Now英超2_英,http://iptv.4666888.xyz/iptv.php?id=20093
Now英超3_粤,http://iptv.4666888.xyz/iptv.php?id=20084
Now爆谷频道,http://iptv.4666888.xyz/iptv.php?id=20087
Now爆谷频道,http://t.061899.xyz/tl/js/api.php?id=nowbgt
Now星影频道,http://iptv.4666888.xyz/iptv.php?id=20086
Now星影频道,http://t.061899.xyz/tl/js/api.php?id=nowbgxyt
cm+电影频道,http://hb2play.gfxiaowei.com/live/021dc63ed735ae4defd05258d97a034b.flv
cm+电影频道,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=Aodhd
pₒₚc电影频道,http://bxtv.3a.ink/api.php?id=popc
pₒₚc电影频道,http://j.s.bkpcp.top/js/popc
pₒₚc电影频道,http://iptv.4666888.xyz/iptv.php?id=20118
pₒₚc电影频道,http://tl.061833.xyz/tl/popc
Plus综合频道,https://jackcdn6.946985.qzz.io/live/tvbp/stream.m3u8
Plus综合频道,http://bxtv.3a.ink/api.php?id=tvbp
Plus综合频道,http://t.061899.xyz/tl/js/js.php?id=tvbplus
中天新闻频道,http://iptv.4666888.xyz/iptv.php?id=20173
中天新闻频道,http://tlive24.uk/livehttpplay?channel_id=20163
中天新闻频道,http://bxtv.3a.ink/api.php?id=ztxw
中天新闻频道,http://t.061899.xyz/tl/js/js.php?id=ztxwt
中天新闻频道,http://t.061899.xyz/tl/js/api.php?id=ztxw
中天新闻加道,http://iptv.4666888.xyz/iptv.php?id=20181
中天新闻加道,http://t.061899.xyz/tl/js/api.php?id=2ctiztt
有线新闻频道,http://iptv.4666888.xyz/iptv.php?id=20079
有线新闻频道,http://t.061899.xyz/tl/js/js.php?id=xgyxxwt
有线新闻频道,http://t.061899.xyz/tl/js/js.php?id=hoyzxt
有线新闻频道,http://api.mg.itv888.cn:8080/hls/5e12ccd9191/index.m3u8

无线新闻频道,http://iptv.4666888.xyz/iptv.php?id=20069
无线新闻频道,http://bxtv.3a.ink/api.php?id=wxxw
无线新闻频道,http://t.061899.xyz/tl/js/js.php?id=tvbwxxwt
无线新闻频道,https://live3.jiatianxiazhuangshi.com/live/iUJnBYKU9riuj2Jlibsdwb5m69FKfo6UZDdgNC09xXfFvAn4GP.flv
无线新闻频道,http://t.061899.xyz/tl/js/api.php?id=tvbwxxwt
无线新闻频道,http://api.mg.itv888.cn:8080/hls/e1bb5e8bc4f/index.m3u8


Now新闻频道,http://bxtv.3a.ink/api.php?id=now
Now新闻频道,http://cdn.163189.xyz/163189/now
Now新闻频道,http://t.061899.xyz/tl/js/js.php?id=nowxwt
Now财经频道,http://iptv.4666888.xyz/iptv.php?id=20085
凤凰中文频高,https://jackcdn6.946985.qzz.io/live/fhzw/stream.m3u8
凤凰中文频高,http://bxtv.3a.ink/api.php?id=fhzw
凤凰中文频高,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰中文频高,http://j.s.bkpcp.top/js/fhzw
凤凰中文频高,http://api.mg.itv888.cn:8080/hls/2f80047f91e/index.m3u8

凤凰资讯频高,https://jackcdn6.946985.qzz.io/live/fhzx/stream.m3u8
凤凰资讯频高,http://bxtv.3a.ink/api.php?id=fhzx
凤凰资讯频高,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰资讯频高,http://j.s.bkpcp.top/js/fhzx
凤凰资讯频高,http://api.mg.itv888.cn:8080/hls/11ef1dc70d8/index.m3u8

凤凰香港频高,https://jackcdn6.946985.qzz.io/live/fhhk/stream.m3u8
凤凰香港频高,http://bxtv.3a.ink/api.php?id=fhhk
凤凰香港频高,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
凤凰香港频高,http://j.s.bkpcp.top/js/fhxg
凤凰香港频高,http://api.mg.itv888.cn:8080/hls/e9660dce9a6/index.m3u8

有线综合频道,https://jackcdn.946985.qzz.io/live/hoy/stream.m3u8
无线翡翠频高,https://jackcdn6.946985.qzz.io/live/fct/stream.m3u8
无线翡翠频高,http://bxtv.3a.ink/api.php?id=fct
无线翡翠频高,http://j.s.bkpcp.top/js/fct
无线翡翠频高,http://api.mg.itv888.cn:8080/hls/4bb8922027c/index.m3u8
无线华丽频标,http://api.mg.itv888.cn:8080/hls/ac8b06eb0c8/index.m3u8
无线生活频道,http://iptv.4666888.xyz/iptv.php?id=20074
无线生活频道,http://j.s.bkpcp.top/js/tvbsht
无线星河国标,http://iptv.4666888.xyz/iptv.php?id=20102
无线星河国标,http://j.s.bkpcp.top/js/tvbxhpdg
无线星河粤标,http://iptv.4666888.xyz/iptv.php?id=20101
无线星河粤标,http://j.s.bkpcp.top/js/tvbxhpdy
无线功夫国标,http://iptv.4666888.xyz/iptv.php?id=20104
无线功夫国标,http://j.s.bkpcp.top/js/tvbgftg
无线功夫粤标,http://iptv.4666888.xyz/iptv.php?id=20103
无线功夫粤标,http://j.s.bkpcp.top/js/tvbgfty
天映频道粤标,https://pixman.mytvsuper.com.mp/Smart.php?id=ctv18_twn

美亚电影国高,http://j.s.bkpcp.top/js/enmydy
美亚电影国高,https://fr-us7.jdiptv.cc/live/xgmydygy.m3u8

动作电影频道,http://m.061899.xyz/mg/dzdy
动作电影频道,http://eastscreen.tv/ooooo.php?id=chcdz
家庭影院频道,http://m.061899.xyz/mg/jtyy
家庭影院频道,http://eastscreen.tv/ooooo.php?id=chcjt
影迷电影频道,http://m.061899.xyz/mg/ymdy
影迷电影频道,http://eastscreen.tv/ooooo.php?id=chchd
动作电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.94:8012%24%E5%B1%B1%E8%A5%BFuni2+
家庭影院频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.240:9820%24%E5%B1%B1%E8%A5%BFuni2+
影迷电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.93:8004%24%E5%B1%B1%E8%A5%BFuni2+
动作电影频道,http://118.249.22.148:8989/udp/239.76.252.243:9000
家庭影院频道,http://118.249.22.148:8989/udp/239.76.252.241:9000
影迷电影频道,http://118.249.22.148:8989/udp/239.76.252.242:9000

凤凰电影频道,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0

星空音乐频道,http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
星空卫视频道,http://live.xmqkx.com/live/k64rsd6iYBSyfwv329281DpNQWdegX0tm6NMsj6OWsUFWUahqU.flv
星空卫视频道,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8

星空卫视频道,http://171.213.220.107:8800/udp/239.93.0.156:2193
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0

唐人卫视频道,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
亚太卫视频道,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live050

香港C+_-频道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
私人影院频道,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
私人影院频道,http://play-aliyun.zego.im/live/2225ce86b84a0eb4a24f4fbeb74a00ba.flv
重温经典频道,http://m.061899.xyz/mg/cwjd
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典频道,http://cdn3.132.us.kg/live/cwjd/stream.m3u8
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd

澳门莲花频道,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
HUB娱家频道,http://j.s.bkpcp.top/js/yjt
HUB都会频道,http://j.s.bkpcp.top/js/dht

苏州4k频道超,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4k频道超,https://event.pull.hebtv.com:443/live/live101.m3u8

第一滴血全集,https://mursor.ottiptv.cc/yy/1354932355
速度与激情集,https://mursor.ottiptv.cc/yy/1382736911
雪中悍刀行剧,http://cfss.cc/cdn/hy/11336592.m3u8
庆余年一轮播,http://cfss.cc/cdn/hy/11352960.m3u8
庆余年二轮播,http://cfss.cc/cdn/hy/23740156.m3u8


古董局中局,https://vip.ffzy-online.com/20221017/983_2bd33011/index.m3u8
如懿传电视剧,http://cfss.cc/cdn/hy/29465868.m3u8
芈月传电视剧,http://cfss.cc/cdn/hy/11352975.m3u8
延禧攻略轮播,http://cfss.cc/cdn/hy/26355864.m3u8
与凤行电视剧,http://cfss.cc/cdn/hy/26355866.m3u8
柳舟记电视剧,http://cfss.cc/cdn/hy/23860039.m3u8
伪装者电视剧,https://mursor.ottiptv.cc/yy/1354936244
火蓝刀锋轮播,https://mursor.ottiptv.cc/yy/1382737892
二炮手电视剧,https://mursor.ottiptv.cc/yy/1354930964
炮神电视轮播,https://mursor.ottiptv.cc/yy/22089862
风筝电视轮播,https://mursor.ottiptv.cc/yy/1354931585
渗透电视轮播,http://cfss.cc/cdn/hy/30080244.m3u8
亮剑电视轮播,http://cfss.cc/cdn/hy/30080238.m3u8

美剧解说轮播,http://lxajh.top/tv/douyu.php?id=9643264
经典美剧解说,http://lxajh.top/tv/douyu.php?id=9123570
科幻Fans轮播,http://lxajh.top/tv/douyu.php?id=3508304
科幻解说轮播,http://lxajh.top/tv/douyu.php?id=9338839
科幻梦工场播,http://cfss.cc/cdn/hy/15152155.m3u8
脱口秀大会肆,http://cfss.cc/cdn/hy/30080243.m3u8
脱口秀大会伍,http://cfss.cc/cdn/hy/11352875.m3u8
娱乐扒叔轮播,http://lxajh.top/tv/douyu.php?id=9624581


粤语星爷电影,http://cfss.cc/cdn/hy/11336587.m3u8
粤语版电影三,http://lxajh.top/tv/douyu.php?id=1226741

经典港剧频视,http://lxajh.top/tv/douyu.php?id=9548850
经典武侠频视,http://lxajh.top/tv/douyu.php?id=338759
邵氏影院频视,http://lxajh.top/tv/douyu.php?id=4246519

闽南4Gtv,#genre#

三立新闻4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live089
三立综合4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live207
tvbs综艺4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live087
tvbs台剧4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live088
大爱壹高4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live007
大爱贰高4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live106
人间卫视4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live008
原住民族4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live014
唐人亚太4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live050
滚动人生4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live012
全球财经4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live060
cnbc财经4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live130
ELta旅游4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live120
经典电影4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live021
经典卡通4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live022
精选动漫4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live024
戏剧壹台4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live010
空间居家4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live206
互动英语4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live030
欧洲电影4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live157
CINEMA-4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live069
车迷体育4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live201
罪案侦查4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live027
霹雳布袋4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live145
金光布袋4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live144
nick动漫4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live032
nick少儿4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live105
MO-亲子4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live107
DreamW4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live017
LUXE-TV4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live121
rock娱乐4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live080
rock电影4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live138
HItS电影4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live620
magellan4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live123
INULTRa4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live096
LifeTime4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live029
电影原声4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live031
MTVLive4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live025
PETClUB4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live110
FUN娱乐4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live011
GLOBAL4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live112
TV5mon4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live122
BLoomb4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live059
FRANCE4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live146
DW-之声4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live071
历史频道4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live026
国家地理4Gtv,https://php.946985.xyz/jack4gtv.php?ch=4gtv-live208

特区频流,#genre#
Plus综合频高,http://108.181.20.181:41633/
Plus综合频标,http://108.181.20.181:41013/
now英超粤标,http://108.181.20.193:41987/
now爆谷粤标,http://108.181.20.193:45183/
now星影粤标,http://108.181.20.193:36431/
无线新闻频高,http://108.181.20.181:42071/
无线翡翠频标,http://108.181.20.181:46809/
无线明珠频标,http://108.181.20.181:43955/
无线娱乐频标,http://108.181.20.193:33089/
无线戏曲频标,http://108.181.20.193:38075/
无线粤片频标,http://108.181.20.193:33631/
无线经典频标,http://108.181.20.193:44455/
无线华剧频标,http://108.181.20.193:40111/
无线亚剧频标,http://108.181.20.193:44403/
无线亚综频标,http://108.181.20.193:37369/
无线赛马频标,http://108.181.20.193:37993/
黄金翡翠频标,http://108.181.20.193:40973/
